Opentime,Open,High,Low,Close,Volume,Closetime,Quote asset volume,Number of trades,Taker by base,Taker buy quote,Ignore
2021-05-22 17:45:00,2282.83000000,2306.12000000,2265.45000000,2286.21000000,16866.84410000,1621706399999,38520229.62765240,26482,8731.16689000,19935197.78656510,0
2021-05-22 18:00:00,2286.10000000,2302.85000000,2266.98000000,2295.00000000,12611.94059000,1621707299999,28820823.59274650,20866,6066.86671000,13863779.74399170,0
2021-05-22 18:15:00,2295.01000000,2301.22000000,2273.61000000,2274.99000000,9395.64904000,1621708199999,21493404.13652800,16296,4694.52956000,10739877.68209660,0
2021-05-22 18:30:00,2274.80000000,2294.00000000,2266.09000000,2273.82000000,12318.93976000,1621709099999,28068911.92055810,18214,5546.55789000,12641130.32921320,0
2021-05-22 18:45:00,2273.82000000,2301.73000000,2272.00000000,2294.64000000,10006.93189000,1621709999999,22909651.28238310,15066,4390.18945000,10052188.17821650,0
2021-05-22 19:00:00,2294.64000000,2326.39000000,2273.90000000,2309.53000000,14774.24693000,1621710899999,34047002.12840460,23720,6185.53510000,14258342.35999100,0
2021-05-22 19:15:00,2309.52000000,2310.75000000,2284.53000000,2299.31000000,10601.80723000,1621711799999,24330883.82813000,14904,4989.81045000,11448813.81913700,0
2021-05-22 19:30:00,2299.22000000,2320.00000000,2296.54000000,2316.51000000,9719.50967000,1621712699999,22441864.28423500,14825,4770.49161000,11013293.37270570,0
2021-05-22 19:45:00,2316.08000000,2319.15000000,2251.16000000,2255.05000000,14603.47554000,1621713599999,33220639.79073490,25009,6647.56897000,15128331.67672740,0
2021-05-22 20:00:00,2255.05000000,2310.00000000,2254.58000000,2304.06000000,11342.74882000,1621714499999,25941161.74721860,20979,5269.04333000,12046170.35279580,0
2021-05-22 20:15:00,2304.06000000,2333.33000000,2299.24000000,2324.27000000,13592.80113000,1621715399999,31558434.20089230,19322,6073.57147000,14101445.16014380,0
2021-05-22 20:30:00,2324.38000000,2369.41000000,2315.34000000,2354.67000000,15482.28410000,1621716299999,36287968.59469720,26713,8271.72491000,19398274.02871310,0
2021-05-22 20:45:00,2354.68000000,2360.44000000,2341.86000000,2353.51000000,8448.17972000,1621717199999,19858740.14943260,13177,3106.68796000,7299735.81901530,0
2021-05-22 21:00:00,2353.36000000,2359.18000000,2340.45000000,2352.86000000,6402.86507000,1621718099999,15046406.68289860,11251,2884.18520000,6777602.06195230,0
2021-05-22 21:15:00,2352.86000000,2369.33000000,2347.04000000,2361.01000000,5080.90739000,1621718999999,11982485.99763720,10977,2404.80460000,5674111.46817410,0
2021-05-22 21:30:00,2360.82000000,2362.81000000,2341.74000000,2354.69000000,5264.39927000,1621719899999,12392129.32423600,12052,2838.50480000,6680183.82342670,0
2021-05-22 21:45:00,2354.00000000,2380.00000000,2345.50000000,2364.44000000,8929.83665000,1621720799999,21090402.47114810,16585,4681.25845000,11057440.45378590,0
2021-05-22 22:00:00,2364.68000000,2383.83000000,2344.38000000,2363.20000000,14483.82308000,1621721699999,34203036.87649320,20610,7264.34686000,17160989.71856060,0
2021-05-22 22:15:00,2363.21000000,2363.21000000,2314.49000000,2345.03000000,16142.94470000,1621722599999,37644294.88861190,22916,7670.70416000,17886588.87891410,0
2021-05-22 22:30:00,2345.45000000,2354.15000000,2321.38000000,2326.20000000,9553.97993000,1621723499999,22331132.32817700,14158,4627.13063000,10812316.26671470,0
2021-05-22 22:45:00,2325.71000000,2340.00000000,2316.88000000,2337.79000000,7571.38689000,1621724399999,17635968.23228630,12004,3866.43919000,9005765.74243670,0
2021-05-22 23:00:00,2337.78000000,2371.75000000,2331.97000000,2362.56000000,9744.50641000,1621725299999,22976977.25533380,15220,5177.02497000,12204114.33982880,0
2021-05-22 23:15:00,2362.55000000,2362.82000000,2346.17000000,2347.12000000,5463.99952000,1621726199999,12864238.06123580,8488,2889.71674000,6804081.60258880,0
2021-05-22 23:30:00,2347.30000000,2347.43000000,2306.48000000,2313.16000000,11711.83531000,1621727099999,27199990.12329990,16279,5866.74997000,13629930.17741790,0
2021-05-22 23:45:00,2313.19000000,2313.55000000,2283.00000000,2294.87000000,9055.97028000,1621727999999,20819901.85418290,14729,4270.16550000,9815590.63276120,0
2021-05-23 00:00:00,2295.45000000,2304.00000000,2252.51000000,2296.63000000,24794.13358000,1621728899999,56400933.76903190,37078,12217.03994000,27796673.72300850,0
2021-05-23 00:15:00,2296.63000000,2315.81000000,2280.08000000,2305.44000000,18614.60099000,1621729799999,42793362.17422780,24167,10735.49767000,24675669.30559840,0
2021-05-23 00:30:00,2305.00000000,2348.22000000,2298.40000000,2345.43000000,17027.79518000,1621730699999,39510117.13054670,25222,9276.53142000,21521896.05850450,0
2021-05-23 00:45:00,2345.43000000,2363.10000000,2335.68000000,2361.95000000,12167.35530000,1621731599999,28627505.38806500,19477,6511.97137000,15322114.82396670,0
2021-05-23 01:00:00,2362.00000000,2376.80000000,2350.39000000,2375.79000000,9124.86880000,1621732499999,21549315.29521000,14429,4641.04641000,10961341.54734000,0
2021-05-23 01:15:00,2375.68000000,2381.57000000,2359.89000000,2378.67000000,7033.29620000,1621733399999,16680175.37220980,13307,3862.60652000,9160157.93067400,0
2021-05-23 01:30:00,2378.67000000,2378.87000000,2350.32000000,2359.28000000,7665.50390000,1621734299999,18119099.79213580,11908,3813.69099000,9011422.77633680,0
2021-05-23 01:45:00,2359.28000000,2362.84000000,2339.20000000,2340.99000000,6468.73551000,1621735199999,15202275.91887600,11440,3268.94771000,7682384.74934240,0
2021-05-23 02:00:00,2340.99000000,2354.76000000,2328.95000000,2332.10000000,6155.14217000,1621736099999,14407970.62268510,11850,3200.49247000,7493445.01268840,0
2021-05-23 02:15:00,2331.87000000,2337.44000000,2306.30000000,2313.01000000,8708.50886000,1621736999999,20178751.30374110,13864,3933.05514000,9117654.91563140,0
2021-05-23 02:30:00,2313.00000000,2324.32000000,2292.16000000,2303.15000000,10766.61823000,1621737899999,24813200.34166390,15758,5182.94686000,11944908.22004010,0
2021-05-23 02:45:00,2303.47000000,2311.99000000,2272.83000000,2294.09000000,16168.55350000,1621738799999,37048595.32429710,19762,8011.18790000,18356795.19376200,0
2021-05-23 03:00:00,2294.09000000,2304.53000000,2280.18000000,2294.51000000,8295.34193000,1621739699999,19021387.55362040,13437,4123.35748000,9453887.74747110,0
2021-05-23 03:15:00,2294.52000000,2328.75000000,2285.00000000,2312.92000000,10178.31572000,1621740599999,23530157.89425060,17885,4801.60822000,11103643.17596750,0
2021-05-23 03:30:00,2312.99000000,2333.90000000,2305.40000000,2330.09000000,10429.15503000,1621741499999,24211804.35218290,15001,4838.79402000,11233415.86855900,0
2021-05-23 03:45:00,2329.97000000,2330.44000000,2309.22000000,2317.80000000,7261.63040000,1621742399999,16852047.39414560,10950,3182.53541000,7383257.77944870,0
2021-05-23 04:00:00,2317.80000000,2317.80000000,2285.29000000,2302.18000000,11598.94666000,1621743299999,26668642.73343880,16667,5525.33856000,12699750.46893030,0
2021-05-23 04:15:00,2301.93000000,2301.93000000,2276.72000000,2294.10000000,11285.52501000,1621744199999,25807433.81848120,16675,4770.63138000,10908045.41988760,0
2021-05-23 04:30:00,2293.71000000,2296.86000000,2270.00000000,2296.31000000,9294.31289000,1621745099999,21221224.36639200,16925,4392.61527000,10028881.68128600,0
2021-05-23 04:45:00,2296.30000000,2300.96000000,2280.16000000,2285.32000000,6546.23102000,1621745999999,14985328.02580600,10311,3259.19059000,7461695.53943610,0
2021-05-23 05:00:00,2284.93000000,2284.93000000,2218.00000000,2237.27000000,29843.87319000,1621746899999,67004696.49218820,40982,14653.49441000,32893654.08102660,0
2021-05-23 05:15:00,2237.26000000,2238.31000000,2201.38000000,2226.30000000,20823.92500000,1621747799999,46188997.78114430,35416,9461.37325000,20985870.86044940,0
2021-05-23 05:30:00,2226.31000000,2244.40000000,2220.00000000,2241.84000000,8791.17031000,1621748699999,19657188.87337810,12913,4492.35800000,10046050.46419110,0
2021-05-23 05:45:00,2241.83000000,2247.25000000,2226.11000000,2231.90000000,10623.15590000,1621749599999,23774148.77201020,13036,4775.18617000,10687753.78752040,0
2021-05-23 06:00:00,2231.90000000,2261.09000000,2210.93000000,2235.30000000,17632.28639000,1621750499999,39421503.03048800,33883,8617.55128000,19261744.66355800,0
2021-05-23 06:15:00,2235.98000000,2236.75000000,2205.05000000,2205.35000000,14592.39663000,1621751399999,32364958.52104880,27770,6760.53232000,14992168.05369580,0
2021-05-23 06:30:00,2205.17000000,2224.23000000,2196.00000000,2206.90000000,21997.97745000,1621752299999,48540807.99627210,38440,9434.66254000,20830178.19233780,0
2021-05-23 06:45:00,2206.89000000,2216.82000000,2184.59000000,2213.18000000,18564.56372000,1621753199999,40907582.66680610,31692,8933.15674000,19690049.06208470,0
2021-05-23 07:00:00,2213.19000000,2222.05000000,2194.95000000,2204.69000000,11989.95970000,1621754099999,26484984.87466960,21183,6572.45949000,14520975.69736770,0
2021-05-23 07:15:00,2204.68000000,2204.90000000,2150.00000000,2177.05000000,28846.71706000,1621754999999,62675369.64509620,44864,11574.02730000,25147726.75091470,0
2021-05-23 07:30:00,2177.06000000,2183.87000000,2158.00000000,2160.65000000,16230.65146000,1621755899999,35233636.91169240,26305,7384.18265000,16032558.37061440,0
2021-05-23 07:45:00,2160.66000000,2174.07000000,2127.63000000,2157.64000000,33530.67796000,1621756799999,72030529.34166090,48270,15635.56429000,33594172.84783870,0
2021-05-23 08:00:00,2158.01000000,2158.14000000,2101.39000000,2105.03000000,43036.93730000,1621757699999,91505905.82178940,58310,20792.67271000,44230794.86459760,0
2021-05-23 08:15:00,2104.19000000,2134.53000000,2075.11000000,2115.28000000,57578.64777000,1621758599999,121442834.72312190,78464,25790.06577000,54434738.44412940,0
2021-05-23 08:30:00,2115.41000000,2115.41000000,2057.07000000,2063.48000000,46683.94224000,1621759499999,97348867.10799640,63517,21748.28713000,45360320.52897240,0
2021-05-23 08:45:00,2063.43000000,2073.80000000,2000.00000000,2033.84000000,85621.48226000,1621760399999,173684076.63123440,110743,38373.79355000,77906565.69888230,0
2021-05-23 09:00:00,2032.42000000,2064.88000000,2000.00000000,2001.80000000,71680.33154000,1621761299999,145418345.98347390,80667,32416.82731000,65843510.77016810,0
2021-05-23 09:15:00,2001.80000000,2091.34000000,1986.00000000,2080.25000000,69791.23957000,1621762199999,142169049.29028770,81853,33259.44750000,67914394.99834570,0
2021-05-23 09:30:00,2080.12000000,2091.34000000,2054.60000000,2057.15000000,36351.93911000,1621763099999,75195453.62499190,43299,18520.06484000,38314925.34659110,0
2021-05-23 09:45:00,2057.15000000,2070.34000000,2009.75000000,2033.76000000,32430.13301000,1621763999999,65854722.81376960,45635,15470.09784000,31416881.96027280,0
2021-05-23 10:00:00,2033.64000000,2080.77000000,2026.96000000,2072.57000000,30904.70448000,1621764899999,63609660.28911950,39983,18040.27900000,37115180.47216660,0
2021-05-23 10:15:00,2072.18000000,2127.25000000,2032.24000000,2126.63000000,38526.51093000,1621765799999,80706318.66368380,44340,19111.50209000,40069399.37058790,0
2021-05-23 10:30:00,2126.63000000,2174.82000000,2115.38000000,2160.65000000,45902.13000000,1621766699999,98822886.40813450,51496,20383.47682000,43875727.24850860,0
2021-05-23 10:45:00,2160.66000000,2173.99000000,2110.66000000,2112.76000000,29767.43153000,1621767599999,63816444.28921050,34075,14089.59926000,30230705.97039140,0
2021-05-23 11:00:00,2112.77000000,2143.01000000,2110.21000000,2113.78000000,19745.55444000,1621768499999,42007849.95818110,24631,9569.80965000,20364903.76146910,0
2021-05-23 11:15:00,2113.77000000,2151.48000000,2077.15000000,2143.49000000,31689.21720000,1621769399999,66942237.78507450,40498,17189.56468000,36342828.54054470,0
2021-05-23 11:30:00,2143.49000000,2146.00000000,2115.27000000,2128.13000000,20543.78243000,1621770299999,43740637.64120530,24549,11694.91378000,24894544.04778680,0
2021-05-23 11:45:00,2128.54000000,2137.96000000,2109.44000000,2115.49000000,12738.74744000,1621771199999,27033841.88095170,19530,6024.16714000,12789558.27131680,0
2021-05-23 12:00:00,2115.50000000,2138.27000000,2061.40000000,2086.58000000,32853.28041000,1621772099999,68855650.85516920,40344,16184.96845000,33933922.10912790,0
2021-05-23 12:15:00,2086.58000000,2103.70000000,2028.57000000,2034.86000000,27608.99848000,1621772999999,57073240.92579140,37562,12943.29655000,26777194.82128250,0
2021-05-23 12:30:00,2034.86000000,2058.00000000,1913.65000000,1913.65000000,67562.12483000,1621773899999,134454136.08752200,84419,26489.03333000,52874329.75793570,0
2021-05-23 12:45:00,1914.80000000,2001.26000000,1900.00000000,1938.52000000,81496.35109000,1621774799999,158425505.99741480,96751,38928.56103000,75852613.68946440,0
2021-05-23 13:00:00,1938.47000000,1963.00000000,1866.29000000,1956.68000000,86406.03119000,1621775699999,165053439.47647560,103657,41510.91079000,79397797.46895850,0
2021-05-23 13:15:00,1958.51000000,1978.41000000,1890.00000000,1900.18000000,53326.16910000,1621776599999,102823149.28781710,70245,25693.43574000,49591757.28391140,0
2021-05-23 13:30:00,1900.17000000,1931.00000000,1884.00000000,1913.79000000,47625.40725000,1621777499999,90675447.91014730,58423,24387.29457000,46443060.61382970,0
2021-05-23 13:45:00,1913.75000000,1979.75000000,1909.57000000,1968.56000000,47733.59265000,1621778399999,93343376.08713260,52182,24342.96976000,47593279.31824780,0
2021-05-23 14:00:00,1968.58000000,1978.77000000,1930.53000000,1944.18000000,42467.08500000,1621779299999,82691798.73789350,44686,22743.26994000,44258316.69065310,0
2021-05-23 14:15:00,1944.18000000,1967.59000000,1907.41000000,1966.40000000,45127.72006000,1621780199999,87371396.15884240,46009,24694.32857000,47772009.29590810,0
2021-05-23 14:30:00,1966.61000000,2020.25000000,1938.55000000,2004.84000000,37104.30996000,1621781099999,73381175.42182510,48657,19605.43503000,38786388.22682550,0
2021-05-23 14:45:00,2004.84000000,2009.35000000,1976.27000000,1977.18000000,37233.10230000,1621781999999,74203790.62639040,42923,18285.90643000,36453076.06869470,0
2021-05-23 15:00:00,1977.18000000,1986.00000000,1920.00000000,1938.05000000,37019.80713000,1621782899999,72127417.03614940,42718,19099.91719000,37212483.29998870,0
2021-05-23 15:15:00,1938.05000000,1960.99000000,1922.04000000,1959.96000000,27824.39739000,1621783799999,54003521.84451100,35485,12808.43008000,24862870.34596830,0
2021-05-23 15:30:00,1959.71000000,1961.71000000,1907.64000000,1909.69000000,24036.74614000,1621784699999,46458476.68461740,32590,10955.85587000,21174520.30850270,0
2021-05-23 15:45:00,1909.39000000,1928.79000000,1895.46000000,1924.79000000,28490.30369000,1621785599999,54464910.64325550,37445,13590.04535000,25997417.04343810,0
2021-05-23 16:00:00,1924.95000000,1960.84000000,1830.01000000,1840.54000000,66694.35388000,1621786499999,124972147.01731960,92195,29627.54824000,55546246.85523560,0
2021-05-23 16:15:00,1840.57000000,1854.00000000,1777.90000000,1794.38000000,84317.58404000,1621787399999,152808124.43828740,100134,35918.68277000,65194812.16683770,0
2021-05-23 16:30:00,1794.56000000,1827.15000000,1728.74000000,1747.19000000,81435.31560000,1621788299999,143867480.45801660,86114,37201.08613000,65816180.85406850,0
2021-05-23 16:45:00,1746.67000000,1890.51000000,1745.53000000,1848.11000000,70418.12510000,1621789199999,128345539.59999610,80443,37299.44002000,67944900.36879020,0
2021-05-23 17:00:00,1848.11000000,1999.00000000,1841.54000000,1960.12000000,80421.52705000,1621790099999,156132904.71228110,89330,43729.19892000,84899374.63873940,0
2021-05-23 17:15:00,1960.12000000,1962.75000000,1910.07000000,1930.08000000,43193.60187000,1621790999999,83331210.23529840,49339,20702.74638000,39933651.79040740,0
2021-05-23 17:30:00,1930.01000000,1950.00000000,1903.15000000,1922.99000000,31229.90393000,1621791899999,60125755.83562650,36596,14333.42135000,27594896.35467590,0
2021-05-23 17:45:00,1922.13000000,1945.19000000,1902.25000000,1913.83000000,26176.34515000,1621792799999,50410687.26751120,30009,11517.81678000,22183433.29300030,0
2021-05-23 18:00:00,1913.51000000,1914.21000000,1817.00000000,1868.59000000,41523.92328000,1621793699999,77130073.96981960,54962,19218.36758000,35680228.81978240,0
2021-05-23 18:15:00,1869.53000000,1933.62000000,1851.00000000,1925.26000000,28033.52302000,1621794599999,53392005.40159600,37117,14327.61283000,27286502.92376830,0
2021-05-23 18:30:00,1924.98000000,1950.36000000,1895.48000000,1897.70000000,25605.27043000,1621795499999,49091365.23526610,33519,11827.47228000,22692966.80290560,0
2021-05-23 18:45:00,1898.26000000,1919.34000000,1885.31000000,1896.84000000,19432.32842000,1621796399999,36904711.20698670,25479,8889.67843000,16886029.69985390,0
2021-05-23 19:00:00,1897.13000000,1933.62000000,1875.01000000,1931.96000000,32119.27038000,1621797299999,60909411.91919400,36756,13556.47277000,25737028.34844230,0
2021-05-23 19:15:00,1931.97000000,1995.30000000,1926.63000000,1981.64000000,41377.58354000,1621798199999,81458494.80150620,44051,22298.58608000,43932670.00583210,0
2021-05-23 19:30:00,1981.64000000,1988.00000000,1957.03000000,1974.03000000,24014.01337000,1621799099999,47354838.81570590,28265,10823.98976000,21346513.42166930,0
2021-05-23 19:45:00,1973.58000000,1973.58000000,1950.02000000,1968.09000000,17921.38062000,1621799999999,35151510.31863140,22598,8171.57842000,16030740.29517710,0
2021-05-23 20:00:00,1968.10000000,2057.29000000,1967.61000000,2055.78000000,40962.16569000,1621800899999,82944442.08998940,48792,22118.51947000,44782138.19336650,0
2021-05-23 20:15:00,2056.11000000,2056.22000000,2011.02000000,2013.27000000,24809.99353000,1621801799999,50304723.52745630,31215,11934.99889000,24194391.06162330,0
2021-05-23 20:30:00,2013.96000000,2082.00000000,2013.17000000,2077.48000000,30407.29522000,1621802699999,62513979.43234300,37447,15377.82336000,31588589.50407460,0
2021-05-23 20:45:00,2077.72000000,2097.00000000,2057.39000000,2066.19000000,29090.18827000,1621803599999,60522003.93153450,39087,14254.53789000,29663483.33924460,0
2021-05-23 21:00:00,2066.18000000,2116.52000000,2062.33000000,2114.90000000,25090.91983000,1621804499999,52350320.44634310,35504,13656.83807000,28509300.92866490,0
2021-05-23 21:15:00,2115.01000000,2149.50000000,2105.09000000,2119.76000000,22932.39309000,1621805399999,48811337.82467230,37213,11563.88311000,24620667.37368680,0
2021-05-23 21:30:00,2119.76000000,2121.18000000,2069.97000000,2075.11000000,21713.32714000,1621806299999,45330669.91409670,30200,10266.04765000,21419882.13711010,0
2021-05-23 21:45:00,2074.80000000,2102.08000000,2066.84000000,2094.77000000,16092.51675000,1621807199999,33562218.47875210,22447,7880.44077000,16434981.37133360,0
2021-05-23 22:00:00,2094.98000000,2139.20000000,2094.98000000,2134.84000000,22806.05160000,1621808099999,48383097.83720980,28883,11503.74189000,24397849.29005220,0
2021-05-23 22:15:00,2134.84000000,2150.00000000,2094.16000000,2100.00000000,19594.20796000,1621808999999,41702317.47016220,29748,10366.28661000,22064067.09650010,0
2021-05-23 22:30:00,2100.00000000,2106.73000000,2066.62000000,2071.17000000,16794.94209000,1621809899999,35063944.73386800,24851,9125.72727000,19054494.84841630,0
2021-05-23 22:45:00,2071.17000000,2099.56000000,2040.69000000,2063.15000000,21892.47196000,1621810799999,45164341.62522990,32483,11483.62571000,23702272.15009710,0
2021-05-23 23:00:00,2062.56000000,2094.22000000,2062.56000000,2074.36000000,14834.97419000,1621811699999,30862602.99013560,22315,7458.74718000,15518765.48727280,0
2021-05-23 23:15:00,2074.54000000,2111.03000000,2074.36000000,2102.78000000,15805.12834000,1621812599999,33168011.25121780,24047,8415.08593000,17660227.26449660,0
2021-05-23 23:30:00,2103.10000000,2121.52000000,2073.54000000,2089.15000000,14188.59697000,1621813499999,29777463.64893390,22694,6879.73026000,14438184.32142480,0
2021-05-23 23:45:00,2089.17000000,2121.50000000,2085.10000000,2096.39000000,13659.42537000,1621814399999,28793102.93932960,20632,6518.84789000,13743782.76404380,0
2021-05-24 00:00:00,2096.63000000,2164.30000000,2093.71000000,2154.79000000,27532.25753000,1621815299999,58958295.94786620,40208,14647.84965000,31363269.53772290,0
2021-05-24 00:15:00,2154.72000000,2197.44000000,2146.77000000,2188.83000000,25527.75497000,1621816199999,55748647.01951520,39030,13237.90127000,28910343.69147600,0
2021-05-24 00:30:00,2188.82000000,2188.82000000,2130.00000000,2133.14000000,18954.39650000,1621817099999,40874944.13235460,31444,8609.66745000,18565719.32098270,0
2021-05-24 00:45:00,2133.14000000,2165.00000000,2115.29000000,2133.24000000,23180.74637000,1621817999999,49588484.76879970,31374,12274.78225000,26254577.95078540,0
2021-05-24 01:00:00,2133.25000000,2144.42000000,2079.94000000,2085.66000000,22362.97460000,1621818899999,47192362.02155910,29096,10696.02292000,22570791.91545190,0
2021-05-24 01:15:00,2085.95000000,2113.85000000,2084.74000000,2112.86000000,16292.70857000,1621819799999,34197988.52630080,21806,8195.51539000,17205973.44250720,0
2021-05-24 01:30:00,2112.86000000,2148.96000000,2100.28000000,2136.11000000,17750.34223000,1621820699999,37773992.38199140,23459,8489.39215000,18055737.45161120,0
2021-05-24 01:45:00,2136.12000000,2149.00000000,2118.80000000,2123.00000000,13179.71781000,1621821599999,28167388.54102440,18608,6451.75609000,13790452.86417940,0
2021-05-24 02:00:00,2122.39000000,2134.14000000,2090.75000000,2105.83000000,17047.97835000,1621822499999,35942129.09515470,24775,8320.17721000,17551233.56653080,0
2021-05-24 02:15:00,2105.79000000,2143.99000000,2101.88000000,2143.15000000,15266.30286000,1621823399999,32496563.22880400,20495,7246.70827000,15426026.38800040,0
2021-05-24 02:30:00,2143.16000000,2155.96000000,2117.92000000,2129.56000000,17603.50960000,1621824299999,37574166.08587860,22925,9034.51384000,19287410.13338260,0
2021-05-24 02:45:00,2129.79000000,2167.70000000,2122.73000000,2165.13000000,18499.04444000,1621825199999,39798268.78374990,25806,8519.27524000,18319783.87226850,0
2021-05-24 03:00:00,2165.59000000,2187.22000000,2151.07000000,2168.42000000,23020.88796000,1621826099999,50050301.95962370,30041,9551.56132000,20759827.64072540,0
2021-05-24 03:15:00,2168.42000000,2200.00000000,2162.46000000,2185.28000000,24188.12500000,1621826999999,52834325.18650280,28569,11942.78729000,26086803.95319200,0
2021-05-24 03:30:00,2185.27000000,2187.22000000,2149.01000000,2153.50000000,14138.47751000,1621827899999,30626783.58968500,21564,6339.78464000,13734241.29747540,0
2021-05-24 03:45:00,2153.49000000,2161.57000000,2133.37000000,2141.29000000,10185.84678000,1621828799999,21852907.44076090,15138,4863.56262000,10432587.80298840,0
2021-05-24 04:00:00,2141.29000000,2156.66000000,2124.01000000,2144.91000000,12030.83820000,1621829699999,25753643.63923930,23866,5873.07567000,12576461.75165430,0
2021-05-24 04:15:00,2144.95000000,2146.45000000,2125.19000000,2126.63000000,8361.62270000,1621830599999,17857834.83531120,19013,4021.44484000,8591332.17593660,0
2021-05-24 04:30:00,2126.67000000,2139.74000000,2081.88000000,2082.09000000,19432.41645000,1621831499999,40991653.20707870,33574,9000.16003000,19008287.38100230,0
2021-05-24 04:45:00,2082.10000000,2116.19000000,2082.10000000,2104.12000000,14761.00571000,1621832399999,31042685.95010910,26853,7899.48403000,16610494.04487060,0
2021-05-24 05:00:00,2104.11000000,2156.00000000,2103.97000000,2148.01000000,14479.89097000,1621833299999,30948908.34653950,25776,7669.40776000,16392620.37600090,0
2021-05-24 05:15:00,2148.01000000,2148.10000000,2123.14000000,2126.05000000,9826.97798000,1621834199999,20984466.66995160,19911,4837.23162000,10329155.69446520,0
2021-05-24 05:30:00,2126.08000000,2129.16000000,2096.59000000,2108.60000000,12903.28929000,1621835099999,27244548.12213750,24242,6388.52925000,13489108.96187320,0
2021-05-24 05:45:00,2108.58000000,2135.83000000,2107.83000000,2133.16000000,9835.11592000,1621835999999,20882503.90992610,20367,5218.38555000,11080902.54317830,0
2021-05-24 06:00:00,2133.15000000,2144.05000000,2105.66000000,2144.04000000,11945.20023000,1621836899999,25395052.04971000,19721,5715.76066000,12157757.39183170,0
2021-05-24 06:15:00,2144.05000000,2149.39000000,2130.67000000,2147.17000000,11041.42957000,1621837799999,23645720.10702100,18582,5318.31744000,11389454.21872860,0
2021-05-24 06:30:00,2147.16000000,2163.71000000,2133.18000000,2155.33000000,14402.23698000,1621838699999,30959082.80969670,23077,7503.04820000,16128739.48740490,0
2021-05-24 06:45:00,2154.99000000,2190.00000000,2150.79000000,2187.82000000,19979.87060000,1621839599999,43373553.58946630,26567,9716.14665000,21103474.69746610,0
2021-05-24 07:00:00,2187.40000000,2263.72000000,2187.40000000,2249.26000000,52720.98089000,1621840499999,117482035.28686680,82823,26927.95669000,59976995.91422100,0
2021-05-24 07:15:00,2249.27000000,2252.70000000,2225.15000000,2231.97000000,24835.68676000,1621841399999,55594387.72185730,38647,11308.73665000,25322982.57698680,0
2021-05-24 07:30:00,2231.94000000,2288.00000000,2231.74000000,2279.06000000,39612.36743000,1621842299999,89770262.21574590,46275,19510.93713000,44192910.27241390,0
2021-05-24 07:45:00,2279.34000000,2297.00000000,2261.12000000,2291.10000000,26993.07849000,1621843199999,61559614.65925950,36913,12786.80798000,29169384.74147880,0
2021-05-24 08:00:00,2291.44000000,2318.60000000,2266.01000000,2301.68000000,36616.53399000,1621844099999,83773002.12995440,47637,18336.45990000,41967215.87772620,0
2021-05-24 08:15:00,2302.04000000,2318.62000000,2252.53000000,2257.84000000,36242.29943000,1621844999999,82856821.17705270,43092,16317.87911000,37307467.43557030,0
2021-05-24 08:30:00,2258.00000000,2277.21000000,2239.07000000,2274.14000000,26154.56511000,1621845899999,59057753.53999260,32047,12153.38116000,27451485.21539200,0
2021-05-24 08:45:00,2273.80000000,2297.30000000,2263.26000000,2291.20000000,19838.55337000,1621846799999,45285045.89583530,24971,9562.04621000,21823201.18356130,0
2021-05-24 09:00:00,2291.20000000,2291.21000000,2255.18000000,2259.48000000,19851.36779000,1621847699999,45147042.49279370,23469,9525.80880000,21660315.40838240,0
2021-05-24 09:15:00,2259.48000000,2277.38000000,2250.52000000,2259.15000000,17434.97863000,1621848599999,39472630.41688300,23260,9101.06328000,20603842.90081490,0
2021-05-24 09:30:00,2259.17000000,2276.85000000,2247.80000000,2267.63000000,16755.83674000,1621849499999,37928695.67410410,21118,8393.16220000,19005505.56780030,0
2021-05-24 09:45:00,2267.72000000,2267.72000000,2229.80000000,2231.12000000,19149.34811000,1621850399999,42989701.74441640,24623,8232.87158000,18483670.20663490,0
2021-05-24 10:00:00,2230.94000000,2276.79000000,2230.69000000,2264.70000000,22743.77949000,1621851299999,51319850.55537370,28147,10692.35265000,24132643.46166750,0
2021-05-24 10:15:00,2264.70000000,2278.99000000,2253.68000000,2258.06000000,16600.10144000,1621852199999,37624049.57997020,23650,7703.96924000,17470142.36751320,0
2021-05-24 10:30:00,2258.38000000,2260.41000000,2226.86000000,2247.17000000,24528.20331000,1621853099999,54919294.10704300,30464,10563.79838000,23652656.41949290,0
2021-05-24 10:45:00,2247.17000000,2263.74000000,2221.19000000,2262.33000000,16022.28788000,1621853999999,35938229.78768570,22632,8046.07491000,18053282.27238830,0
2021-05-24 11:00:00,2262.09000000,2310.25000000,2256.00000000,2284.00000000,36563.89321000,1621854899999,83778195.92000130,44687,19196.46428000,43977066.09401470,0
2021-05-24 11:15:00,2283.82000000,2302.50000000,2276.28000000,2301.18000000,20022.97946000,1621855799999,45868010.21691840,27753,10676.51953000,24465018.17546980,0
2021-05-24 11:30:00,2301.18000000,2363.91000000,2292.59000000,2353.13000000,42162.81382000,1621856699999,98557196.66537140,61446,20975.47353000,49008036.21438060,0
2021-05-24 11:45:00,2353.06000000,2377.13000000,2346.99000000,2367.74000000,33214.63158000,1621857599999,78518302.02809530,45437,15771.45038000,37290426.76164240,0
2021-05-24 12:00:00,2367.66000000,2379.63000000,2341.16000000,2361.08000000,26732.90535000,1621858499999,63037178.68612170,41308,12225.30957000,28835867.41563070,0
